List Date,Company,Group,Sector,Sub Sector,Country of Incorporation,Market,Ord Shares,Dep Receipts,Fixed Int,Warrants, Mkt Cap £m ,International Main Market,FCA Listing Category
14-Jan-13,DAILY INTERNET PLC                 ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,7.0769187398,N,
11-Nov-32,DAILY MAIL & GENERAL TRUST         ,5557,Media,Publishing,GB,Main Market,YES,NO,NO,NO,2775.688278275,N,Standard
28-Aug-96,DAIRY CREST GROUP                  ,3577,Food Producers,Food Products,GB,Main Market,YES,NO,NO,NO,664.25521722,N,Premium
14-May-90,DAIRY FARM INTERNATIONAL HLDGS     ,5337,Food & Drug Retailers,Food Retailers & Wholesalers,BM,Main Market,YES,NO,NO,NO,0,Y,Standard
2-Nov-07,DAISHIN SECURITIES CO              ,8777,General Financial,Investment Services,KR,PSM,NO,YES,NO,NO,0,N,Standard
21-Jul-09,DAISY GROUP PLC                    ,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,GB,AIM,YES,NO,NO,NO,488.8843936938,N,
19-Mar-14,DALATA HOTEL GROUP PLC             ,5753,Travel & Leisure,Hotels,IE,AIM,YES,NO,NO,NO,275.11,N,
3-Dec-14,DALRADIAN RESOURCES INC            ,1775,Mining,General Mining,CA,AIM,YES,NO,NO,NO,53.5693097475,N,
27-Dec-13,DAMAC REAL ESTATE DEVELOPMENT LTD  ,8633,Real Estate Investment & Services,Real Estate Holding & Development,AE,Main Market,NO,YES,NO,NO,955.6421845596,Y,Standard
9-Nov-11,DAMILLE INVESTMENTS II LTD         ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,SFM,NO,NO,NO,NO,120.8623347,N,
18-Oct-04,DANIEL STEWART SECURITIES          ,8777,General Financial,Investment Services,GB,AIM,YES,NO,NO,NO,0,N,
15-Aug-05,DART GROUP PLC                     ,5751,Travel & Leisure,Airlines,GB,AIM,YES,NO,NO,NO,417.1245798,N,
7-Jul-03,DARTY PLC                          ,5379,General Retailers,Specialty Retailers,GB,Main Market,YES,NO,NO,NO,362.74395296,N,Premium
20-Mar-97,DATANG INTL POWER GENERATION       ,7535,Electricity,Electricity,CN,Main Market,YES,NO,NO,NO,1021.4170965636,Y,Standard
20-Oct-06,DATATEC                            ,9533,Software & Computer Services,Computer Services,ZA,AIM,YES,NO,NO,NO,592.72395625,N,
6-Sep-07,DB X-TRACKERS                      ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,LU,Main Market,YES,NO,NO,NO,0,Y,Standard
8-Sep-09,DB X-TRACKERS II                   ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,LU,Main Market,YES,NO,NO,NO,0,Y,
19-May-94,DCC                                ,2797,Support Services,Industrial Suppliers,IE,Main Market,YES,NO,NO,NO,2967.76749841,Y,Premium
23-Feb-06,DCD MEDIA PLC                      ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,1.55355375,N,
3-Jan-02,DDD GROUP PLC                      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,4.771864305,N,
27-Mar-47,DE LA RUE                          ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,518.960314155,N,Premium
9-May-06,DEBENHAMS PLC                      ,5373,General Retailers,Broadline Retailers,GB,Main Market,YES,NO,NO,NO,921.6834590425,N,Premium
21-Sep-00,DECHRA PHARMACEUTICALS             ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,Main Market,YES,NO,NO,NO,726.44664708,N,Premium
16-Aug-02,DEE VALLEY GROUP                   ,7577,"Gas, Water & Multiutilities",Water,GB,Main Market,YES,NO,NO,NO,49.599996,N,Premium
18-Mar-13,DEKELOIL PUBLIC LTD                ,3573,Food Producers,Farming & Fishing,CY,AIM,YES,NO,NO,NO,16.4687911383,N,
8-Nov-01,DELTEX MEDICAL GROUP               ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,9.493340215,N,
24-Jul-03,DENSITRON TECHNOLOGIES             ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,3.285532535,N,
23-Apr-08,DEPA LTD                           ,3726,Household Goods,Furnishings,AE,Main Market,NO,YES,NO,NO,18.3904339513,Y,Standard
13-Aug-84,DERWENT LONDON PLC                 ,8671,Real Estate Investment Trusts,Industrial & Offices REITs,GB,Main Market,YES,NO,NO,NO,3077.90651532,N,Premium
16-Jul-76,DEUTSCHE BANK AG                   ,8355,Banks,Banks,DE,Main Market,YES,NO,NO,NO,0,Y,Standard
14-Jul-86,DEVELOPMENT SECURITIES             ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,YES,NO,NO,NO,275.0749164,N,Premium
21-Feb-86,DEVELOPMENT SECURITIES(INVESTMENTS),6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard
30-Jun-93,DEVRO                              ,3577,Food Producers,Food Products,GB,Main Market,YES,NO,NO,NO,504.8621202,N,Premium
22-Feb-06,DEWHURST                           ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,35.3198252,N,
19-Dec-02,DEXION ABSOLUTE LTD                ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,565.4862490244,N,Premium
22-Dec-88,CAIRN ENERGY PLC                   ,533,Oil & Gas Producers,Exploration & Production,GB,Main Market,YES,NO,NO,NO,1029.152979435,N,Premium
18-Jul-60,CALEDONIA INVESTMENTS              ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,1286.2066815,N,Premium
27-Jun-05,CALEDONIA MINING CORP              ,1775,Mining,General Mining,CA,AIM,YES,NO,NO,NO,20.06539458,N,
29-Sep-95,CALEDONIAN TRUST                   ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,AIM,YES,NO,NO,NO,15.3316501,N,
25-Jun-03,CALGARY & EDMONTON RAILWAY CO      ,6,Debentures & Loans,Debentures & Loans,CA,Main Market,NO,NO,YES,NO,0,Y,Standard
16-Apr-14,CAMBIAN GRP PLC                    ,4533,Health Care Equipment & Services,Health Care Providers,GB,Main Market,YES,NO,NO,NO,348.97859775,N,Premium
6-Mar-07,CAMBIUM GLOBAL TIMBERLAND LTD      ,1733,Forestry & Paper,Forestry,JE,AIM,YES,NO,NO,NO,21.95795,N,
11-Dec-07,CAMBRIA AFRICA PLC                 ,8985,Equity Investment Instruments,Equity Investment Instruments,IM,AIM,YES,NO,NO,NO,1.412844687,N,
1-Apr-10,CAMBRIA AUTOMOBILES PLC            ,5379,General Retailers,Specialty Retailers,GB,AIM,YES,NO,NO,NO,47,N,
18-Apr-13,CAMBRIDGE COGNITION HLDGS PLC      ,4533,Health Care Equipment & Services,Health Care Providers,GB,AIM,YES,NO,NO,NO,12.52861144,N,
28-Jun-02,CAMBRIDGE WATER                    ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard
25-Apr-06,CAMCO CLEAN ENERGY PLC             ,2791,Support Services,Business Support Services,JE,AIM,YES,NO,NO,NO,13.94576995,N,
19-Sep-14,CAMELLIA                           ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,251.3805,N,
24-Dec-12,CAMKIDS GROUP PLC                  ,3763,Personal Goods,Clothing & Accessories,JE,AIM,YES,NO,NO,NO,17.495856,N,
29-Jan-07,CAMPER & NICHOLSONS MARINA INV LTD ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,AIM,YES,NO,NO,NO,15.1278226675,N,
6-May-52,DIAGEO                             ,3535,Beverages,Distillers & Vintners,GB,Main Market,YES,NO,NO,NO,45957.96032999,N,Premium
9-Nov-93,DIALIGHT                           ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,Main Market,YES,NO,NO,NO,260.33724,N,Premium
11-Dec-07,DIAMOND BANK                       ,8355,Banks,Banks,NG,PSM,NO,YES,NO,NO,164.0052633219,N,Standard
1-Feb-07,DIAMONDCORP PLC                    ,1773,Mining,Diamonds & Gemstones,GB,AIM,YES,NO,NO,NO,23.081497155,N,
4-Mar-10,DIGITAL BARRIERS LTD               ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,32.73340767,N,
14-Feb-13,DIGITAL GLOBE SERVICES LTD         ,5555,Media,Media Agencies,BM,AIM,YES,NO,NO,NO,47.1341934,N,
8-Apr-04,DIGNITY PLC                        ,5377,General Retailers,Specialized Consumer Services,GB,Main Market,YES,NO,NO,NO,938.6587362,N,Premium
15-Jun-06,DILLISTONE GROUP                   ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,18.74791944,N,
21-Nov-60,DIPLOMA                            ,2797,Support Services,Industrial Suppliers,GB,Main Market,YES,NO,NO,NO,802.86844495,N,Premium
16-Oct-12,DIRECT LINE INSURANCE GROUP PLC    ,8536,Nonlife Insurance,Property & Casualty Insurance,GB,Main Market,YES,NO,NO,NO,4369.5,N,Premium
20-Jan-04,DISTIL PLC                         ,3535,Beverages,Distillers & Vintners,GB,AIM,YES,NO,NO,NO,3.3599006898,N,
28-Apr-11,DIVERSE INCOME TRUST PLC(THE)      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,765.1234388125,N,Premium
26-Jun-13,DIXONS CARPHONE PLC                ,5379,General Retailers,Specialty Retailers,GB,Main Market,YES,NO,NO,NO,5321.25756088,N,Premium
24-Jul-14,DJI HLDGS PLC                      ,5752,Travel & Leisure,Gambling,GB,AIM,YES,NO,NO,NO,146.838814875,N,
31-Mar-03,DODS(GROUP)PLC                     ,5557,Media,Publishing,GB,AIM,YES,NO,NO,NO,22.9345393275,N,
8-Dec-05,DOLPHIN CAPITAL INVESTORS          ,8633,Real Estate Investment & Services,Real Estate Holding & Development,VG,AIM,YES,NO,NO,NO,178.29800574,N,
2-May-85,DOMINO PRINTING SCIENCES           ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,Main Market,YES,NO,NO,NO,734.1035856,N,Premium
19-May-08,DOMINO'S PIZZA GROUP PLC           ,5757,Travel & Leisure,Restaurants & Bars,GB,Main Market,YES,NO,NO,NO,1160.6738158,N,Premium
13-Dec-10,DORIC NIMROD AIR ONE LTD           ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,SFM,NO,NO,NO,NO,92.541,N,
2-Jul-13,DORIC NIMROD AIR THREE LTD         ,2777,Industrial Transportation,Transportation Services,GG,SFM,NO,NO,NO,NO,0,N,
14-Jul-11,DORIC NIMROD AIR TWO LTD           ,2713,Aerospace & Defence,Aerospace,GG,SFM,NO,NO,NO,NO,754.9175,N,
10-Sep-01,DORIEMUS PLC                       ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,4.3049999985,N,
29-Mar-11,DOTDIGITAL GROUP PLC               ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,85.5486195,N,
3-May-96,DOWNING ONE VCT PLC                ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,69.0105489863,N,Premium
26-Apr-11,DOWNING PLANNED EXIT VCT 2011 PLC  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,28.093195745,N,Premium
15-Mar-07,DOWNING PLANNED EXIT VCT 6 PLC     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,6.99548631,N,Premium
17-Apr-07,DOWNING PLANNED EXIT VCT 7 PLC     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,7.54259481,N,Premium
25-Mar-09,DOWNING STRUCTURED OPPS VCT 1 PLC  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,30.0879529745,N,Premium
13-Apr-05,DOWNING THREE VCT PLC              ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,32.041058668,N,Premium
5-Apr-05,DOWNING TWO VCT PLC                ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,78.0664986073,N,Premium
4-Oct-13,DP AIRCRAFT I LTD                  ,2713,Aerospace & Defence,Aerospace,GG,SFM,NO,NO,NO,NO,155.50209675,N,
28-Jul-10,DP POLAND PLC                      ,5757,Travel & Leisure,Restaurants & Bars,GB,AIM,YES,NO,NO,NO,7.2772483025,N,
1-Jun-11,DP WORLD LTD                       ,2777,Industrial Transportation,Transportation Services,AE,Main Market,YES,NO,NO,NO,10785.85,Y,Premium
18-Dec-07,DQ ENTERTAINMENT PLC               ,5553,Media,Broadcasting & Entertainment,IM,AIM,YES,NO,NO,NO,5.06367423,N,
29-Apr-05,DRAGANFLY INVESTMENTS              ,8775,General Financial,Specialty Finance,JE,AIM,YES,NO,NO,NO,0,N,
31-May-96,DRAGON OIL                         ,533,Oil & Gas Producers,Exploration & Production,IE,Main Market,YES,NO,NO,NO,2578.55392075,Y,Premium
1-Jun-07,DRAGON-UKRAINIAN PROPERTIES&DEVLPMT,8633,Real Estate Investment & Services,Real Estate Holding & Development,IM,AIM,YES,NO,NO,NO,26.800288095,N,
15-Dec-05,DRAX GROUP                         ,7535,Electricity,Electricity,GB,Main Market,YES,NO,NO,NO,1848.519149302,N,Premium
13-Oct-05,DRIVER GROUP                       ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,28.05607695,N,
5-May-94,DRS DATA & RESEARCH SERVICES       ,9533,Software & Computer Services,Computer Services,GB,Main Market,YES,NO,NO,NO,4.413366,N,Premium
14-Mar-11,DUET REAL ESTATE FINANCE LTD       ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,34.9674543375,N,Premium
1-Apr-87,DUNEDIN ENTERPRISE INVESTMENT TRUST,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,95.543591775,N,Premium
21-Nov-49,DUNEDIN INCOME GROWTH INVEST TRUST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,398.617864615,N,Premium
12-Feb-59,DUNEDIN SMALLER COS INVESTMENT TST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,89.49318279,N,Premium
24-Oct-06,DUNELM GROUP PLC                   ,5375,General Retailers,Home Improvement Retailers,GB,Main Market,YES,NO,NO,NO,1869.32715356,N,Premium
14-Dec-10,DW CATALYST LTD                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,187.4307163814,N,Premium
27-Feb-14,DX PLC                             ,2771,Industrial Transportation,Delivery Services,GB,AIM,YES,NO,NO,NO,175.4598125,N,
23-Jul-04,E2V TECHNOLOGIES                   ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,Main Market,YES,NO,NO,NO,365.4963081,N,Premium
16-Apr-14,EAGLE EYE SOLUTIONS LTD            ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,31.60590864,N,
30-Jan-01,EARTHPORT PLC                      ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,205.981811875,N,
23-Mar-06,EASTERN EUROPEAN PROPERTY FUND     ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,AIM,YES,NO,NO,NO,11.5247798488,N,
18-Jul-07,EASTPHARMA LTD                     ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,BM,Main Market,NO,YES,NO,NO,22.08535875,Y,Standard
30-Jun-14,EASYHOTEL PLC                      ,5753,Travel & Leisure,Hotels,GB,AIM,YES,NO,NO,NO,60,N,
22-Nov-00,EASYJET                            ,5751,Travel & Leisure,Airlines,GB,Main Market,YES,NO,NO,NO,6607.75158489,N,Premium
18-May-98,EATON FINANCE NV                   ,6,Debentures & Loans,Debentures & Loans,CW,PSM,NO,NO,YES,NO,0,N,Standard
5-May-00,EBIQUITY PLC                       ,5555,Media,Media Agencies,GB,AIM,YES,NO,NO,NO,87.63242073,N,
21-Sep-95,ECCLESIASTICAL INSURANCE OFFICE    ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard
27-Jun-03,ECKOH PLC                          ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,104.4862587375,N,
28-Nov-13,ECLECTIC BAR GRP PLC               ,5757,Travel & Leisure,Restaurants & Bars,GB,AIM,YES,NO,NO,NO,13.245809525,N,
26-Sep-95,ECO ANIMAL HEALTH GROUP PLC        ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,131.236437605,N,
11-Oct-07,ECO CITY VEHICLES PLC              ,5379,General Retailers,Specialty Retailers,GB,AIM,YES,NO,NO,NO,0,N,
29-Jun-05,ECOFIN WATER & POWER OPPORTUNITIES ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,319.2079203338,N,Premium
20-Jan-06,ECR MINERALS PLC                   ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,6.5827131929,N,
11-May-12,EDEN RESEARCH                      ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,12.77185887,N,
21-Feb-05,EDENVILLE ENERGY PLC               ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,5.3901909045,N,
27-Mar-07,EDGE PERFORMANCE VCT PLC           ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,67.24252623,N,Premium
5-Jul-12,EDGE RESOURCES INC                 ,533,Oil & Gas Producers,Exploration & Production,CA,AIM,YES,NO,NO,NO,6.961595455,N,
7-Sep-87,EDINBURGH DRAGON TRUST             ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,536.2458027,N,Premium
8-Feb-52,EDINBURGH INVESTMENT TRUST         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,1272.325855175,N,Premium
10-Jul-98,EDINBURGH WORLDWIDE INVESTMENT TST ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,192.57,N,Premium
28-Oct-14,EDISTON PPTY INV CO PLC            ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,195.7,N,Premium
4-Aug-98,EFG HERMES HLDGS                   ,8777,General Financial,Investment Services,EG,Main Market,NO,YES,NO,NO,266.8848,Y,Standard
6-Jun-05,EG SOLUTIONS PLC                   ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,9.958846725,N,
17-Jan-08,EGDON RESOURCES PLC                ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,30.98841354,N,
18-Oct-94,EIH                                ,5753,Travel & Leisure,Hotels,IN,Main Market,NO,YES,NO,NO,0,Y,Standard
23-Mar-07,EIH PLC                            ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,IM,AIM,YES,NO,NO,NO,15.1036913433,N,
7-Jul-10,EKF DIAGNOSTICS HOLDINGS PLC       ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,91.7201895675,N,
6-Jun-11,EL ORO LTD                         ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,45.1999639,N,
3-Sep-12,ELAND OIL & GAS PLC                ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,103.13688194,N,
18-May-98,ELDERSTREET VCT                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,27.49511316,N,Premium
22-Mar-06,ELECO                              ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,13.47608286,N,
18-Feb-76,ELECTRA PRIVATE EQUITY             ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,1070.10703948,N,Premium
5-Aug-09,ELECTRA PRIVATE EQUITY INVESTMENTS ,5,Company Bonds,Company Bonds,GB,Main Market,YES,NO,NO,NO,0,N,Standard
29-Mar-00,ELECTRIC WORD                      ,5557,Media,Publishing,GB,AIM,YES,NO,NO,NO,12.01172385,N,
3-Apr-13,ELECTRICAL GEODESICS INC           ,4535,Health Care Equipment & Services,Medical Equipment,US,AIM,YES,NO,NO,NO,33.19688775,N,
14-Jun-67,ELECTROCOMPONENTS                  ,2797,Support Services,Industrial Suppliers,GB,Main Market,YES,NO,NO,NO,939.49347865,N,Premium
13-Apr-87,ELECTRONIC DATA PROCESSING PLC     ,9533,Software & Computer Services,Computer Services,GB,Main Market,YES,NO,NO,NO,8.39575392,N,Premium
6-Oct-05,ELECTROSTEEL CASTINGS              ,2757,Industrial Engineering,Industrial Machinery,IN,PSM,NO,YES,NO,NO,0,N,Standard
19-Apr-99,ELEKTRON TECHNOLOGY PLC            ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,8.374538295,N,
1-Apr-64,ELEMENTIS                          ,1357,Chemicals,Specialty Chemicals,GB,Main Market,YES,NO,NO,NO,1183.982185232,N,Premium
25-Apr-07,ELEPHANT CAPITAL PLC               ,8985,Equity Investment Instruments,Equity Investment Instruments,IM,AIM,YES,NO,NO,NO,3.4701923325,N,
9-May-05,EMED MINING PUBLIC LTD             ,1777,Mining,Gold Mining,CY,AIM,YES,NO,NO,NO,75.59296227,N,
7-Dec-09,EMERGING MARKET MINERALS PLC       ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,26.03132598,N,
29-Mar-10,EMIS GROUP PLC                     ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,550.8091452,N,
1-Jul-05,EMMIT PLC                          ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,0,N,
30-Jun-14,EMPIRIC STUDENT PROP PLC           ,8673,Real Estate Investment Trusts,Residential REITs,GB,Main Market,YES,NO,NO,NO,153.5625010238,N,Premium
3-Nov-04,EMPRESARIA GROUP PLC               ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,20.05328115,N,
27-Jul-05,EMPYREAN ENERGY                    ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,17.019640575,N,
26-Nov-12,ENABLES IT GROUP PLC               ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,3.137694845,N,
17-Dec-07,ENDEAVOUR INTL CORP                ,533,Oil & Gas Producers,Exploration & Production,US,Main Market,YES,NO,NO,NO,1.9643799869,Y,Standard
20-Mar-08,ENEGI OIL PLC                      ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,2.771320695,N,
2-Jun-97,ENERGISER INVESTMENTS PLC          ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,AIM,YES,NO,NO,NO,1.532578495,N,
22-Mar-12,ENERGY ASSETS GROUP PLC            ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,122.4957915,N,Premium
30-Apr-04,ENERGY TECHNIQUE                   ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,8.8449092,N,
26-Jul-05,ENOVA SYSTEMS INC                  ,3355,Automobiles & Parts,Auto Parts,US,AIM,YES,NO,NO,NO,0,N,
6-Apr-10,ENQUEST PLC                        ,533,Oil & Gas Producers,Exploration & Production,GB,Main Market,YES,NO,NO,NO,283.809331275,N,Premium
2-May-02,ENSOR HLDGS                        ,2797,Support Services,Industrial Suppliers,GB,AIM,YES,NO,NO,NO,21.97354236,N,
18-May-12,ENTEQ UPSTREAM PLC                 ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,GB,AIM,YES,NO,NO,NO,13.4119560575,N,
6-Nov-95,ENTERPRISE INNS                    ,5757,Travel & Leisure,Restaurants & Bars,GB,Main Market,YES,NO,YES,NO,579.85014051,N,Premium
15-Jul-10,ENTERTAINMENT ONE LTD              ,5553,Media,Broadcasting & Entertainment,CA,Main Market,YES,NO,NO,NO,928.281980496,Y,Premium
30-Oct-14,ENTU (UK) LTD                      ,5375,General Retailers,Home Improvement Retailers,GB,AIM,YES,NO,NO,NO,68.88,N,
23-Oct-02,ENVIRONMENTAL RECYCLING TECHS      ,2799,Support Services,Waste & Disposal Services,GB,AIM,YES,NO,NO,NO,4.348760665,N,
15-Dec-03,EP GLOBAL OPPORTUNITIES TRUST      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,111.0004422813,N,Premium
31-Aug-10,EPE SPECIAL OPPORTUNITIES PLC      ,8985,Equity Investment Instruments,Equity Investment Instruments,IM,AIM,YES,NO,NO,NO,33.61517716,N,
4-Apr-07,EPISTEM HLDGS PLC                  ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,27.809060325,N,
24-Jul-14,EPWIN GROUP PLC                    ,2353,Construction & Materials,Building Materials & Fixtures,GB,AIM,YES,NO,NO,NO,132.3,N,
26-Feb-10,EQUATORIAL PALM OIL PLC            ,3573,Food Producers,Farming & Fishing,GB,AIM,YES,NO,NO,NO,14.410681065,N,
15-Jul-14,ERGOMED PLC                        ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,43.84375,N,
8-Aug-11,ESCHER GROUP HLDGS PLC             ,9537,Software & Computer Services,Software,IE,AIM,YES,NO,NO,NO,44.739336,N,
31-Oct-05,ESERVGLOBAL                        ,9537,Software & Computer Services,Software,AU,AIM,YES,NO,NO,NO,70.61290856,N,
25-Feb-94,ESKMUIR PROPERTIES LD              ,6,Debentures & Loans,Debentures & Loans,GB,PSM,NO,NO,YES,NO,0,N,Standard
27-Apr-12,ESPIRITO SANTO FINANCIAL GROUP SA  ,8355,Banks,Banks,LU,Main Market,YES,NO,NO,NO,0,Y,
26-May-09,ESSENDEN PLC                       ,5755,Travel & Leisure,Recreational Services,GB,AIM,YES,NO,NO,NO,33.847902,N,
6-Jun-05,ESSENTRA PLC                       ,2797,Support Services,Industrial Suppliers,GB,Main Market,YES,NO,NO,NO,1903.96220964,N,Premium
18-Mar-02,ESTABLISHMENT INVESTMENT TRUST PLC ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,36.3,N,Premium
25-Apr-86,ESTATES PROPERTY INVESTMENT CO     ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard
27-Mar-13,ESURE GROUP PLC                    ,8536,Nonlife Insurance,Property & Casualty Insurance,GB,Main Market,YES,NO,NO,NO,851.19009796,N,Premium
20-Apr-11,ETALON GROUP LTD                   ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,NO,YES,NO,NO,378.4605725901,N,Standard
28-Nov-07,E-THERAPEUTICS PLC                 ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,70.07138334,N,
13-Nov-13,EU SUPPLY PLC                      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,12.044033155,N,
7-Nov-07,EURASIA DRILLING CO LTD            ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,KY,Main Market,NO,YES,NO,NO,1665.3569168718,Y,Standard
2-Oct-96,EURASIA MINING                     ,1779,Mining,Platinum & Precious Metals,GB,AIM,YES,NO,NO,NO,6.3075864384,N,
22-Jan-90,EUROMONEY INSTITUTIONAL INVESTOR   ,5557,Media,Publishing,GB,Main Market,YES,NO,NO,NO,1301.07488274,N,Premium
